cas_rn,analyte_name,synonym,synonym_normalized
27154-44-5,Gamma-hexachloro-cyclohexane,Lindano [INN-Spanish],lindano [inn-spanish]
27154-44-5,Gamma-hexachloro-cyclohexane,Sang-gamma,sang-gamma
27154-44-5,Gamma-hexachloro-cyclohexane,gamma-Hexachlorcyclohexanum,gamma-hexachlorcyclohexanum
27154-44-5,Gamma-hexachloro-cyclohexane,Rcra waste number U129,rcra waste number u129
27154-44-5,Gamma-hexachloro-cyclohexane,Technical HCH,technical hch
27154-44-5,Gamma-hexachloro-cyclohexane,gamma-Hexachlorane,gamma-hexachlorane
27154-44-5,Gamma-hexachloro-cyclohexane,theta-HCH,theta-hch
27154-44-5,Gamma-hexachloro-cyclohexane,CAS-58-89-9,cas-58-89-9
27154-44-5,Gamma-hexachloro-cyclohexane,zeta-HCH,zeta-hch
27154-44-5,Gamma-hexachloro-cyclohexane,"Hexachlorocyclohexane, beta-","hexachlorocyclohexane, beta-"
27154-44-5,Gamma-hexachloro-cyclohexane,Hexachlorcyclohexan [German],hexachlorcyclohexan [german]
27154-44-5,Gamma-hexachloro-cyclohexane,"ENT 8,601","ent 8,601"
27154-44-5,Gamma-hexachloro-cyclohexane,"ENT 9,233","ent 9,233"
27154-44-5,Gamma-hexachloro-cyclohexane,"Hexachlorocyclohexane, alpha-","hexachlorocyclohexane, alpha-"
27154-44-5,Gamma-hexachloro-cyclohexane,"Hexachlorocyclohexane, delta-","hexachlorocyclohexane, delta-"
27154-44-5,Gamma-hexachloro-cyclohexane,"Hexachlorocyclohexane, gamma-","hexachlorocyclohexane, gamma-"
27154-44-5,Gamma-hexachloro-cyclohexane,CAS-319-85-7,cas-319-85-7
27154-44-5,Gamma-hexachloro-cyclohexane,CAS-608-73-1,cas-608-73-1
27154-44-5,Gamma-hexachloro-cyclohexane,SMR000857321,smr000857321
27154-44-5,Gamma-hexachloro-cyclohexane,SMR000875266,smr000875266
27154-44-5,Gamma-hexachloro-cyclohexane,CCRIS 327,ccris 327
27154-44-5,Gamma-hexachloro-cyclohexane,CCRIS 328,ccris 328
27154-44-5,Gamma-hexachloro-cyclohexane,CCRIS 329,ccris 329
27154-44-5,Gamma-hexachloro-cyclohexane,technical Hexachlorocyclohexane,technical hexachlorocyclohexane
27154-44-5,Gamma-hexachloro-cyclohexane,trans-alpha-Benzenehexachloride,trans-alpha-benzenehexachloride
27154-44-5,Gamma-hexachloro-cyclohexane,.gamma.-BHC,.gamma.-bhc
27154-44-5,Gamma-hexachloro-cyclohexane,Benzenehexachloride-alpha-isomer,benzenehexachloride-alpha-isomer
27154-44-5,Gamma-hexachloro-cyclohexane,CCRIS 1449,ccris 1449
27154-44-5,Gamma-hexachloro-cyclohexane,HSDB 646,hsdb 646
27154-44-5,Gamma-hexachloro-cyclohexane,.beta.-BHC,.beta.-bhc
27154-44-5,Gamma-hexachloro-cyclohexane,d-BHC,d-bhc
27154-44-5,Gamma-hexachloro-cyclohexane,".delta.,1,2,3,4,5,6-Hexachlorocyclohexane",".delta.,1,2,3,4,5,6-hexachlorocyclohexane"
27154-44-5,Gamma-hexachloro-cyclohexane,Benzene hexachloride-gamma isomer,benzene hexachloride-gamma isomer
27154-44-5,Gamma-hexachloro-cyclohexane,HSDB 1606,hsdb 1606
27154-44-5,Gamma-hexachloro-cyclohexane,HSDB 6029,hsdb 6029
27154-44-5,Gamma-hexachloro-cyclohexane,HSDB 6183,hsdb 6183
27154-44-5,Gamma-hexachloro-cyclohexane,HSDB 6184,hsdb 6184
27154-44-5,Gamma-hexachloro-cyclohexane,gamma-BHC Benhexachlor,gamma-bhc benhexachlor
27154-44-5,Gamma-hexachloro-cyclohexane,benzene-cis-hexachloride,benzene-cis-hexachloride
27154-44-5,Gamma-hexachloro-cyclohexane,NCI-C00204,nci-c00204
27154-44-5,Gamma-hexachloro-cyclohexane,"Hexachlorocyclohexane, gamma isomer","hexachlorocyclohexane, gamma isomer"
27154-44-5,Gamma-hexachloro-cyclohexane,"BHC, mixture of isomers (a:b:?:?=1:1:1:1)","bhc, mixture of isomers (a:b:?:?=1:1:1:1)"
27154-44-5,Gamma-hexachloro-cyclohexane,"Cyclohexane, .delta.,1,2,3,4,5,6-hexachloro-","cyclohexane, .delta.,1,2,3,4,5,6-hexachloro-"
27154-44-5,Gamma-hexachloro-cyclohexane,Hexachlorocyclohexane (all isomers),hexachlorocyclohexane (all isomers)
27154-44-5,Gamma-hexachloro-cyclohexane,SR-05000001837,sr-05000001837
27154-44-5,Gamma-hexachloro-cyclohexane,Drill tox-spezial aglukon,drill tox-spezial aglukon
27154-44-5,Gamma-hexachloro-cyclohexane,Murfume grain store smoke,murfume grain store smoke
27154-44-5,Gamma-hexachloro-cyclohexane,EINECS 200-401-2,einecs 200-401-2
27154-44-5,Gamma-hexachloro-cyclohexane,EINECS 206-270-8,einecs 206-270-8
27154-44-5,Gamma-hexachloro-cyclohexane,EINECS 206-271-3,einecs 206-271-3
27154-44-5,Gamma-hexachloro-cyclohexane,EINECS 206-272-9,einecs 206-272-9
27154-44-5,Gamma-hexachloro-cyclohexane,EINECS 210-168-9,einecs 210-168-9
27154-44-5,Gamma-hexachloro-cyclohexane,UNII-59NEE7PCAB,unii-59nee7pcab
27154-44-5,Gamma-hexachloro-cyclohexane,UNII-YM80ODM9PD,unii-ym80odm9pd
27154-44-5,Gamma-hexachloro-cyclohexane,epsilon-Benzenehexachloride,epsilon-benzenehexachloride
27154-44-5,Gamma-hexachloro-cyclohexane,NSC 11808,nsc 11808
27154-44-5,Gamma-hexachloro-cyclohexane,theta-Hexachlorocyclohexane,theta-hexachlorocyclohexane
27154-44-5,Gamma-hexachloro-cyclohexane,".delta.-(aeeee)-1,2,3,4,5,6-Hexachlorocyclohexane",".delta.-(aeeee)-1,2,3,4,5,6-hexachlorocyclohexane"
27154-44-5,Gamma-hexachloro-cyclohexane,KWELL (TN),kwell (tn)
27154-44-5,Gamma-hexachloro-cyclohexane,RCRA waste no. U129,rcra waste no. u129
27154-44-5,Gamma-hexachloro-cyclohexane,UNII-IVM9A2N49K,unii-ivm9a2n49k
27154-44-5,Gamma-hexachloro-cyclohexane,"Cyclohexane, 1,2,3,4,5,6-hexachloro-, .delta.-isomer","cyclohexane, 1,2,3,4,5,6-hexachloro-, .delta.-isomer"
27154-44-5,Gamma-hexachloro-cyclohexane,EPA Pesticide Chemical Code 009001,epa pesticide chemical code 009001
27154-44-5,Gamma-hexachloro-cyclohexane,Hexachlorocyclohexane (technical grade),hexachlorocyclohexane (technical grade)
27154-44-5,Gamma-hexachloro-cyclohexane,BRN 1907331,brn 1907331
27154-44-5,Gamma-hexachloro-cyclohexane,BRN 1907334,brn 1907334
27154-44-5,Gamma-hexachloro-cyclohexane,BRN 1907337,brn 1907337
27154-44-5,Gamma-hexachloro-cyclohexane,BRN 1907338,brn 1907338
27154-44-5,Gamma-hexachloro-cyclohexane,BRN 3195880,brn 3195880
27154-44-5,Gamma-hexachloro-cyclohexane,BHC (EPSILON ISOMER),bhc (epsilon isomer)
27154-44-5,Gamma-hexachloro-cyclohexane,Kanodane,kanodane
27154-44-5,Gamma-hexachloro-cyclohexane,Scabecid,scabecid
27154-44-5,Gamma-hexachloro-cyclohexane,"Cyclohexane, 1,2,3,4,5,6-hexachloro-","cyclohexane, 1,2,3,4,5,6-hexachloro-"
27154-44-5,Gamma-hexachloro-cyclohexane,Detmol Extrakt,detmol extrakt
27154-44-5,Gamma-hexachloro-cyclohexane,AI3-07796,ai3-07796
27154-44-5,Gamma-hexachloro-cyclohexane,AI3-08601,ai3-08601
27154-44-5,Gamma-hexachloro-cyclohexane,AI3-09232,ai3-09232
27154-44-5,Gamma-hexachloro-cyclohexane,AI3-09233,ai3-09233
27154-44-5,Gamma-hexachloro-cyclohexane,AI3-09234,ai3-09234
27154-44-5,Gamma-hexachloro-cyclohexane,H.C.H.,h.c.h.
27154-44-5,Gamma-hexachloro-cyclohexane,Nexit Stark,nexit stark
27154-44-5,Gamma-hexachloro-cyclohexane,Lindane [Hexachlorocyclohexanes],lindane [hexachlorocyclohexanes]
27154-44-5,Gamma-hexachloro-cyclohexane,"1.alpha.,2.alpha.,3.alpha.,4.beta.,5.alpha.,6.beta.-Hexachlorocyclohexane","1.alpha.,2.alpha.,3.alpha.,4.beta.,5.alpha.,6.beta.-hexachlorocyclohexane"
27154-44-5,Gamma-hexachloro-cyclohexane,benzene hexachloride-gamma-isomer,benzene hexachloride-gamma-isomer
27154-44-5,Gamma-hexachloro-cyclohexane,UNII-5477B350EK,unii-5477b350ek
27154-44-5,Gamma-hexachloro-cyclohexane,.gamma.-Lindane,.gamma.-lindane
27154-44-5,Gamma-hexachloro-cyclohexane,Lindane [USAN:USP:INN:BAN],lindane [usan:usp:inn:ban]
27154-44-5,Gamma-hexachloro-cyclohexane,"Benzene hexachloride, all isomers","benzene hexachloride, all isomers"
27154-44-5,Gamma-hexachloro-cyclohexane,gamma HCH,gamma hch
27154-44-5,Gamma-hexachloro-cyclohexane,"Cyclohexane, beta-1,2,3,4,5,6-hexachloro-","cyclohexane, beta-1,2,3,4,5,6-hexachloro-"
27154-44-5,Gamma-hexachloro-cyclohexane,"Cyclohexane, delta-1,2,3,4,5,6-hexachloro-","cyclohexane, delta-1,2,3,4,5,6-hexachloro-"
27154-44-5,Gamma-hexachloro-cyclohexane,beta-HCH [Hexachlorocyclohexanes],beta-hch [hexachlorocyclohexanes]
27154-44-5,Gamma-hexachloro-cyclohexane,Nexol E,nexol e
27154-44-5,Gamma-hexachloro-cyclohexane,HCH (technical),hch (technical)
27154-44-5,Gamma-hexachloro-cyclohexane,Alpha HCH,alpha hch
27154-44-5,Gamma-hexachloro-cyclohexane,alpha-HCH [Hexachlorocyclohexanes],alpha-hch [hexachlorocyclohexanes]
27154-44-5,Gamma-hexachloro-cyclohexane,beta-HCH solution,beta-hch solution
27154-44-5,Gamma-hexachloro-cyclohexane,Delta HCH,delta hch
27154-44-5,Gamma-hexachloro-cyclohexane,gamma-HCH [Hexachlorocyclohexanes],gamma-hch [hexachlorocyclohexanes]
27154-44-5,Gamma-hexachloro-cyclohexane,Sang-.gamma.,sang-.gamma.
27154-44-5,Gamma-hexachloro-cyclohexane,alpha-BHC solution,alpha-bhc solution
27154-44-5,Gamma-hexachloro-cyclohexane,Beta HCH,beta hch
27154-44-5,Gamma-hexachloro-cyclohexane,delta -BHC,delta -bhc
27154-44-5,Gamma-hexachloro-cyclohexane,eta-HCH,eta-hch
27154-44-5,Gamma-hexachloro-cyclohexane,"1,2,3,4,5,6-Hexachlorocyclohexane, (1.alpha.,2.alpha.,3.alpha.,4.beta.,5.alpha.,6.beta.)-","1,2,3,4,5,6-hexachlorocyclohexane, (1.alpha.,2.alpha.,3.alpha.,4.beta.,5.alpha.,6.beta.)-"
27154-44-5,Gamma-hexachloro-cyclohexane,"Cyclohexane, 1,2,3,4,5,6-hexachloro-, alpha-","cyclohexane, 1,2,3,4,5,6-hexachloro-, alpha-"
27154-44-5,Gamma-hexachloro-cyclohexane,"Cyclohexane, 1,2,3,4,5,6-hexachloro-, gamma-","cyclohexane, 1,2,3,4,5,6-hexachloro-, gamma-"
27154-44-5,Gamma-hexachloro-cyclohexane,Gamma-BHC solution,gamma-bhc solution
27154-44-5,Gamma-hexachloro-cyclohexane,"1,2,3,4,5,6-Hexachlorocyclohexane, gamma-isomer","1,2,3,4,5,6-hexachlorocyclohexane, gamma-isomer"
27154-44-5,Gamma-hexachloro-cyclohexane,"delta-(Aeeeee)-1,2,3,4,5,6-hexachlorocyclohexane","delta-(aeeeee)-1,2,3,4,5,6-hexachlorocyclohexane"
27154-44-5,Gamma-hexachloro-cyclohexane,EINECS 228-068-9,einecs 228-068-9
27154-44-5,Gamma-hexachloro-cyclohexane,.gamma.-Hexachloran,.gamma.-hexachloran
27154-44-5,Gamma-hexachloro-cyclohexane,.gamma.-HCH,.gamma.-hch
27154-44-5,Gamma-hexachloro-cyclohexane,BHC .alpha.,bhc .alpha.
27154-44-5,Gamma-hexachloro-cyclohexane,HCH-.alpha.,hch-.alpha.
27154-44-5,Gamma-hexachloro-cyclohexane,.gamma.-Hexachlorane,.gamma.-hexachlorane
27154-44-5,Gamma-hexachloro-cyclohexane,BHC-.alpha. isomer,bhc-.alpha. isomer
27154-44-5,Gamma-hexachloro-cyclohexane,"Cyclohexane, 1,2,3,4,5,6-hexachloro-, alpha-isomer","cyclohexane, 1,2,3,4,5,6-hexachloro-, alpha-isomer"
27154-44-5,Gamma-hexachloro-cyclohexane,"Cyclohexane, 1,2,3,4,5,6-hexachloro-, beta-isomer","cyclohexane, 1,2,3,4,5,6-hexachloro-, beta-isomer"
27154-44-5,Gamma-hexachloro-cyclohexane,"Cyclohexane, 1,2,3,4,5,6-hexachloro-, delta-isomer","cyclohexane, 1,2,3,4,5,6-hexachloro-, delta-isomer"
27154-44-5,Gamma-hexachloro-cyclohexane,"Cyclohexane, 1,2,3,4,5,6-hexachloro-, gamma-isomer","cyclohexane, 1,2,3,4,5,6-hexachloro-, gamma-isomer"
27154-44-5,Gamma-hexachloro-cyclohexane,a-hexachlorocyclohexane,a-hexachlorocyclohexane
27154-44-5,Gamma-hexachloro-cyclohexane,b-hexachlorocyclohexane,b-hexachlorocyclohexane
27154-44-5,Gamma-hexachloro-cyclohexane,BHC(.gamma.),bhc(.gamma.)
27154-44-5,Gamma-hexachloro-cyclohexane,G-BHC-.delta.,g-bhc-.delta.
27154-44-5,Gamma-hexachloro-cyclohexane,"HCH, technical grade","hch, technical grade"
27154-44-5,Gamma-hexachloro-cyclohexane,lindane (Gama-HCH),lindane (gama-hch)
27154-44-5,Gamma-hexachloro-cyclohexane,119911-70-5,119911-70-5
27154-44-5,Gamma-hexachloro-cyclohexane,lindane (gamma-HCH),lindane (gamma-hch)
27154-44-5,Gamma-hexachloro-cyclohexane,Gamma-HCH [ISO],gamma-hch [iso]
27154-44-5,Gamma-hexachloro-cyclohexane,"Lindane, 97%","lindane, 97%"
27154-44-5,Gamma-hexachloro-cyclohexane,Lindane (USP/INN),lindane (usp/inn)
27154-44-5,Gamma-hexachloro-cyclohexane,Gammahexachlorcyclohexane,gammahexachlorcyclohexane
27154-44-5,Gamma-hexachloro-cyclohexane,Spectrum_001929,spectrum_001929
27154-44-5,Gamma-hexachloro-cyclohexane,"1a,2b,3a,4b,5a,6b-hexachlorocyclohexane","1a,2b,3a,4b,5a,6b-hexachlorocyclohexane"
27154-44-5,Gamma-hexachloro-cyclohexane,eta-Hexachlorocyclohexane,eta-hexachlorocyclohexane
27154-44-5,Gamma-hexachloro-cyclohexane,.BETA.-LINDANE,.beta.-lindane
27154-44-5,Gamma-hexachloro-cyclohexane,LINDANE [HSDB],lindane [hsdb]
27154-44-5,Gamma-hexachloro-cyclohexane,LINDANE [IARC],lindane [iarc]
27154-44-5,Gamma-hexachloro-cyclohexane,LINDANE [USAN],lindane [usan]
27154-44-5,Gamma-hexachloro-cyclohexane,.EPSILON.-BHC,.epsilon.-bhc
27154-44-5,Gamma-hexachloro-cyclohexane,AI3-15109,ai3-15109
27154-44-5,Gamma-hexachloro-cyclohexane,"BHC, EPSILON-","bhc, epsilon-"
27154-44-5,Gamma-hexachloro-cyclohexane,LINDANE [INN],lindane [inn]
27154-44-5,Gamma-hexachloro-cyclohexane,alpha-Hexachlorcyclohexane,alpha-hexachlorcyclohexane
27154-44-5,Gamma-hexachloro-cyclohexane,LINDANE [MI],lindane [mi]
27154-44-5,Gamma-hexachloro-cyclohexane,zeta-Hexachlorocyclohexane,zeta-hexachlorocyclohexane
27154-44-5,Gamma-hexachloro-cyclohexane,.gamma.-Benzohexachloride,.gamma.-benzohexachloride
27154-44-5,Gamma-hexachloro-cyclohexane,.gamma.-Hexachlorobenzene,.gamma.-hexachlorobenzene
27154-44-5,Gamma-hexachloro-cyclohexane,LINDANE [MART.],lindane [mart.]
27154-44-5,Gamma-hexachloro-cyclohexane,Spectrum2_001864,spectrum2_001864
27154-44-5,Gamma-hexachloro-cyclohexane,Spectrum3_000860,spectrum3_000860
27154-44-5,Gamma-hexachloro-cyclohexane,Spectrum4_000700,spectrum4_000700
27154-44-5,Gamma-hexachloro-cyclohexane,Spectrum5_001586,spectrum5_001586
27154-44-5,Gamma-hexachloro-cyclohexane,.EPSILON.-LINDANE,.epsilon.-lindane
27154-44-5,Gamma-hexachloro-cyclohexane,"BHC, DELTA-","bhc, delta-"
27154-44-5,Gamma-hexachloro-cyclohexane,.BETA.-HCH,.beta.-hch
27154-44-5,Gamma-hexachloro-cyclohexane,"1-alpha,2-alpha,3-alpha,4-beta,5-alpha,6-beta-Hexachlorocyclohexane","1-alpha,2-alpha,3-alpha,4-beta,5-alpha,6-beta-hexachlorocyclohexane"
27154-44-5,Gamma-hexachloro-cyclohexane,"1-alpha,2-beta,3-alpha,4-beta,5-alpha,6-beta-Hexachlorocyclohexane","1-alpha,2-beta,3-alpha,4-beta,5-alpha,6-beta-hexachlorocyclohexane"
27154-44-5,Gamma-hexachloro-cyclohexane,LINDANE [USP-RS],lindane [usp-rs]
27154-44-5,Gamma-hexachloro-cyclohexane,LINDANE [WHO-DD],lindane [who-dd]
27154-44-5,Gamma-hexachloro-cyclohexane,LINDANE [WHO-IP],lindane [who-ip]
27154-44-5,Gamma-hexachloro-cyclohexane,.BETA.-HEXACHLORAN,.beta.-hexachloran
27154-44-5,Gamma-hexachloro-cyclohexane,HCH (mixture of isomers),hch (mixture of isomers)
27154-44-5,Gamma-hexachloro-cyclohexane,"HCH, technical grade [Hexachlorocyclohexanes]","hch, technical grade [hexachlorocyclohexanes]"
27154-44-5,Gamma-hexachloro-cyclohexane,Gamma Benzene Hydrochloride,gamma benzene hydrochloride
27154-44-5,Gamma-hexachloro-cyclohexane,UNII-88RHN9KHN8,unii-88rhn9khn8
27154-44-5,Gamma-hexachloro-cyclohexane,"(1alpha,2alpha,3beta,4alpha,5beta,6beta)-1,2,3,4,5,6-Hexachlorocyclohexane","(1alpha,2alpha,3beta,4alpha,5beta,6beta)-1,2,3,4,5,6-hexachlorocyclohexane"
27154-44-5,Gamma-hexachloro-cyclohexane,epsilon-Benzene hexachloride,epsilon-benzene hexachloride
27154-44-5,Gamma-hexachloro-cyclohexane,"BHC, .ALPHA.-","bhc, .alpha.-"
27154-44-5,Gamma-hexachloro-cyclohexane,?-BHC,?-bhc
27154-44-5,Gamma-hexachloro-cyclohexane,319-85-7(methanol),319-85-7(methanol)
27154-44-5,Gamma-hexachloro-cyclohexane,"Cyclohexane, 1,2,3,4,5,6-hexachloro-, (1alpha,2beta,3alpha,4beta,5alpha,6beta)-","cyclohexane, 1,2,3,4,5,6-hexachloro-, (1alpha,2beta,3alpha,4beta,5alpha,6beta)-"
27154-44-5,Gamma-hexachloro-cyclohexane,UNII-YV2D256Z3N,unii-yv2d256z3n
27154-44-5,Gamma-hexachloro-cyclohexane,.alpha.-Benzene hexachloride,.alpha.-benzene hexachloride
27154-44-5,Gamma-hexachloro-cyclohexane,.gamma.-Benzene hexachloride,.gamma.-benzene hexachloride
27154-44-5,Gamma-hexachloro-cyclohexane,"1,2,3,4,5,6-Hexachlorocyclohexane gamma isomer","1,2,3,4,5,6-hexachlorocyclohexane gamma isomer"
27154-44-5,Gamma-hexachloro-cyclohexane,"Benzene-1,2,3,4,5,6-hexachloride (Ambiguous)","benzene-1,2,3,4,5,6-hexachloride (ambiguous)"
27154-44-5,Gamma-hexachloro-cyclohexane,"BHC, .BETA.-","bhc, .beta.-"
27154-44-5,Gamma-hexachloro-cyclohexane,BIDD:PXR0097,bidd:pxr0097
27154-44-5,Gamma-hexachloro-cyclohexane,"Cyclohexane, 1,2,3,4,5,6-hexachloro-, delta-","cyclohexane, 1,2,3,4,5,6-hexachloro-, delta-"
27154-44-5,Gamma-hexachloro-cyclohexane,SCHEMBL25895,schembl25895
27154-44-5,Gamma-hexachloro-cyclohexane,SCHEMBL25896,schembl25896
27154-44-5,Gamma-hexachloro-cyclohexane,SCHEMBL75689,schembl75689
27154-44-5,Gamma-hexachloro-cyclohexane,.gamma.-Hexachlorocyclohexane,.gamma.-hexachlorocyclohexane
27154-44-5,Gamma-hexachloro-cyclohexane,319-84-6(Isooctane),319-84-6(isooctane)
27154-44-5,Gamma-hexachloro-cyclohexane,BSPBio_002479,bspbio_002479
27154-44-5,Gamma-hexachloro-cyclohexane,KBioGR_001199,kbiogr_001199
27154-44-5,Gamma-hexachloro-cyclohexane,KBioSS_002471,kbioss_002471
27154-44-5,Gamma-hexachloro-cyclohexane,SPECTRUM330071,spectrum330071
27154-44-5,Gamma-hexachloro-cyclohexane,2-05-00-00011 (Beilstein Handbook Reference),2-05-00-00011 (beilstein handbook reference)
27154-44-5,Gamma-hexachloro-cyclohexane,4-05-00-00056 (Beilstein Handbook Reference),4-05-00-00056 (beilstein handbook reference)
27154-44-5,Gamma-hexachloro-cyclohexane,4-05-00-00058 (Beilstein Handbook Reference),4-05-00-00058 (beilstein handbook reference)
27154-44-5,Gamma-hexachloro-cyclohexane,4-05-00-00060 (Beilstein Handbook Reference),4-05-00-00060 (beilstein handbook reference)
27154-44-5,Gamma-hexachloro-cyclohexane,4-05-00-00061 (Beilstein Handbook Reference),4-05-00-00061 (beilstein handbook reference)
27154-44-5,Gamma-hexachloro-cyclohexane,G-HEXACHLOROCYCLOHEXANE,g-hexachlorocyclohexane
27154-44-5,Gamma-hexachloro-cyclohexane,MLS001333088,mls001333088
27154-44-5,Gamma-hexachloro-cyclohexane,MLS001335969,mls001335969
27154-44-5,Gamma-hexachloro-cyclohexane,MLS001335970,mls001335970
27154-44-5,Gamma-hexachloro-cyclohexane,MLS001361319,mls001361319
27154-44-5,Gamma-hexachloro-cyclohexane,"beta-BHC, analytical standard","beta-bhc, analytical standard"
27154-44-5,Gamma-hexachloro-cyclohexane,BIDD:ER0090,bidd:er0090
27154-44-5,Gamma-hexachloro-cyclohexane,BIDD:ER0091,bidd:er0091
27154-44-5,Gamma-hexachloro-cyclohexane,BIDD:ER0449,bidd:er0449
27154-44-5,Gamma-hexachloro-cyclohexane,BIDD:ER0558,bidd:er0558
27154-44-5,Gamma-hexachloro-cyclohexane,BIDD:GT0634,bidd:gt0634
27154-44-5,Gamma-hexachloro-cyclohexane,CHEMBL15891,chembl15891
27154-44-5,Gamma-hexachloro-cyclohexane,DivK1c_000701,divk1c_000701
27154-44-5,Gamma-hexachloro-cyclohexane,LINDANE [ORANGE BOOK],lindane [orange book]
27154-44-5,Gamma-hexachloro-cyclohexane,SCHEMBL140812,schembl140812
27154-44-5,Gamma-hexachloro-cyclohexane,SCHEMBL140813,schembl140813
27154-44-5,Gamma-hexachloro-cyclohexane,SCHEMBL472088,schembl472088
27154-44-5,Gamma-hexachloro-cyclohexane,"Benzene Hexachloride, .gamma.","benzene hexachloride, .gamma."
27154-44-5,Gamma-hexachloro-cyclohexane,SPBio_001708,spbio_001708
27154-44-5,Gamma-hexachloro-cyclohexane,.epsilon.-Hexachlorocyclohexane,.epsilon.-hexachlorocyclohexane
27154-44-5,Gamma-hexachloro-cyclohexane,"delta-BHC, analytical standard","delta-bhc, analytical standard"
27154-44-5,Gamma-hexachloro-cyclohexane,"gamma-BHC, analytical standard","gamma-bhc, analytical standard"
27154-44-5,Gamma-hexachloro-cyclohexane,LINDANE [USP IMPURITY],lindane [usp impurity]
27154-44-5,Gamma-hexachloro-cyclohexane,CHEMBL389022,chembl389022
27154-44-5,Gamma-hexachloro-cyclohexane,SCHEMBL7647849,schembl7647849
27154-44-5,Gamma-hexachloro-cyclohexane,SCHEMBL8469477,schembl8469477
27154-44-5,Gamma-hexachloro-cyclohexane,SCHEMBL9120917,schembl9120917
27154-44-5,Gamma-hexachloro-cyclohexane,.BETA.-HEXACHLOROBENZENE,.beta.-hexachlorobenzene
27154-44-5,Gamma-hexachloro-cyclohexane,LINDANE [USP MONOGRAPH],lindane [usp monograph]
27154-44-5,Gamma-hexachloro-cyclohexane,CHEMBL1200921,chembl1200921
27154-44-5,Gamma-hexachloro-cyclohexane,CHEMBL1714528,chembl1714528
27154-44-5,Gamma-hexachloro-cyclohexane,CHEMBL1874247,chembl1874247
27154-44-5,Gamma-hexachloro-cyclohexane,CHEMBL2272381,chembl2272381
27154-44-5,Gamma-hexachloro-cyclohexane,DTXSID0024135,dtxsid0024135
27154-44-5,Gamma-hexachloro-cyclohexane,Hexachlorocyclohexane (q-isomer),hexachlorocyclohexane (q-isomer)
27154-44-5,Gamma-hexachloro-cyclohexane,Hexachlorocyclohexane (z-isomer),hexachlorocyclohexane (z-isomer)
27154-44-5,Gamma-hexachloro-cyclohexane,Hexachlorocyclohexane [h-isomer],hexachlorocyclohexane [h-isomer]
27154-44-5,Gamma-hexachloro-cyclohexane,LINDANUM [WHO-IP LATIN],lindanum [who-ip latin]
27154-44-5,Gamma-hexachloro-cyclohexane,SCHEMBL10795898,schembl10795898
27154-44-5,Gamma-hexachloro-cyclohexane,.ALPHA.-666,.alpha.-666
27154-44-5,Gamma-hexachloro-cyclohexane,.ALPHA.-BENZOHEXACHLORIDE,.alpha.-benzohexachloride
27154-44-5,Gamma-hexachloro-cyclohexane,.DELTA.-666,.delta.-666
27154-44-5,Gamma-hexachloro-cyclohexane,HMS502D03,hms502d03
27154-44-5,Gamma-hexachloro-cyclohexane,KBio1_000701,kbio1_000701
27154-44-5,Gamma-hexachloro-cyclohexane,KBio2_002464,kbio2_002464
27154-44-5,Gamma-hexachloro-cyclohexane,KBio2_005032,kbio2_005032
27154-44-5,Gamma-hexachloro-cyclohexane,KBio2_007600,kbio2_007600
27154-44-5,Gamma-hexachloro-cyclohexane,KBio3_001979,kbio3_001979
27154-44-5,Gamma-hexachloro-cyclohexane,(+)-I+/--Hexachlorocyclohexane,(+)-i+/--hexachlorocyclohexane
27154-44-5,Gamma-hexachloro-cyclohexane,"1,2,3,4,5,6-Hexachlorocyclohexane (all stereo isomers)","1,2,3,4,5,6-hexachlorocyclohexane (all stereo isomers)"
27154-44-5,Gamma-hexachloro-cyclohexane,DTXCID00196533,dtxcid00196533
27154-44-5,Gamma-hexachloro-cyclohexane,DTXCID60196534,dtxcid60196534
27154-44-5,Gamma-hexachloro-cyclohexane,NSC7909,nsc7909
27154-44-5,Gamma-hexachloro-cyclohexane,NSC8093,nsc8093
27154-44-5,Gamma-hexachloro-cyclohexane,(+/-)-.ALPHA.-HCH,(+/-)-.alpha.-hch
27154-44-5,Gamma-hexachloro-cyclohexane,JLYXXMFPNIAWKQ-GPIVLXJGSA-N,jlyxxmfpniawkq-gpivlxjgsa-n
27154-44-5,Gamma-hexachloro-cyclohexane,JLYXXMFPNIAWKQ-LKPKBOIGSA-N,jlyxxmfpniawkq-lkpkboigsa-n
27154-44-5,Gamma-hexachloro-cyclohexane,NINDS_000701,ninds_000701
27154-44-5,Gamma-hexachloro-cyclohexane,.ALPHA.-BENZENEHEXACHLORIDE,.alpha.-benzenehexachloride
27154-44-5,Gamma-hexachloro-cyclohexane,.BETA.-666,.beta.-666
27154-44-5,Gamma-hexachloro-cyclohexane,DTXSID901310407,dtxsid901310407
27154-44-5,Gamma-hexachloro-cyclohexane,HMS1923K17,hms1923k17
27154-44-5,Gamma-hexachloro-cyclohexane,HMS2091E05,hms2091e05
27154-44-5,Gamma-hexachloro-cyclohexane,HMS2230C24,hms2230c24
27154-44-5,Gamma-hexachloro-cyclohexane,HMS2231A06,hms2231a06
27154-44-5,Gamma-hexachloro-cyclohexane,HMS3369J21,hms3369j21
27154-44-5,Gamma-hexachloro-cyclohexane,Pharmakon1600-00330071,pharmakon1600-00330071
27154-44-5,Gamma-hexachloro-cyclohexane,.BETA.-BENZENE HEXACHLORIDE,.beta.-benzene hexachloride
